Estimated_Claim_Amount,Fraud_Flag,Litigation_Flag,Age_of_Driver,Vehicle_Age,Annual_Mileage,Driving_Experience_Years,Accident_Settlement_days,days_to_fnol,driver_risk_score,vehicle_risk,Claim_Type,Claim_Complexity,Region,Vehicle_Type,Status,Severity_Band,Gender,Occupation,ThirdParty_Role,TP_Injury_Severity
5172,0,0,31,12,12721,13,-198,7,0,1,Vandalism,Low,Liverpool,Sedan,open,Major,Male,Self-Employed,Unknown,No Injury
17136,0,0,21,16,21542,0,33,0,2,1,Fire,Low,Manchester,Coupe,settled,Minor,Male,Student,Unknown,No Injury
35639,0,0,30,17,10600,10,535,1,0,1,Collision,High,Bristol,Sedan,settled,Severe,Male,Student,Unknown,No Injury
29818,0,0,73,0,12803,54,193,2,0,0,Weather,Medium,Newcastle,Van,settled,Major,Female,Unemployed,Unknown,No Injury
14868,0,0,27,6,18553,9,96,2,0,0,Collision,Medium,Liverpool,SUV,settled,Major,Female,Employed,Unknown,No Injury
21511,0,0,72,1,12670,51,134,3,0,0,Weather,Medium,Edinburgh,Hatchback,settled,Major,Female,Retired,Unknown,No Injury
2335,0,0,49,3,10674,30,59,0,0,0,Collision,Low,Cardiff,Hatchback,settled,Minor,Male,Self-Employed,Unknown,No Injury
2105,0,0,36,6,9269,17,77,1,0,0,Vandalism,Low,Bristol,SUV,settled,Minor,Male,Employed,Unknown,No Injury
34305,0,1,44,6,8099,24,434,3,0,0,Collision,High,Edinburgh,SUV,settled,Severe,Male,Employed,Unknown,No Injury
1310,0,0,36,4,10639,15,52,1,0,0,Vandalism,Low,Bristol,Hatchback,settled,Minor,Male,Self-Employed,Unknown,No Injury
2440,0,0,42,12,9647,22,164,0,0,1,Collision,Medium,Manchester,SUV,settled,Minor,Female,Self-Employed,Unknown,No Injury
1183,0,0,20,3,12186,0,43,0,2,0,Vandalism,Low,Edinburgh,Sedan,settled,Minor,Male,Student,Unknown,No Injury
2194,0,0,56,8,14958,38,31,0,0,0,Collision,Low,Edinburgh,Sedan,settled,Minor,Male,Self-Employed,Unknown,No Injury
1768,0,1,63,5,16663,41,30,0,0,0,Collision,Low,Edinburgh,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
4827,0,0,40,15,13042,18,90,0,0,1,Theft,Low,Edinburgh,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
1653,0,1,39,14,14638,17,33,0,0,1,Collision,Low,London,Sedan,settled,Minor,Male,Self-Employed,Unknown,No Injury
6413,0,0,23,13,17043,1,159,0,2,1,Collision,Medium,Liverpool,Van,settled,Moderate,Female,Employed,Unknown,No Injury
2262,0,0,28,2,13624,8,34,2,0,0,Collision,Low,Leeds,Coupe,settled,Minor,Female,Self-Employed,Unknown,No Injury
47532,0,0,22,6,16849,2,143,4,2,0,Collision,Medium,Liverpool,Van,settled,Severe,Male,Student,Passenger,Minor
3151,0,0,39,19,10512,17,70,1,0,1,Collision,Low,Glasgow,SUV,settled,Moderate,Female,Employed,Unknown,No Injury
12076,0,0,77,4,9925,59,100,5,0,0,Theft,Low,Edinburgh,Van,settled,Moderate,Female,Retired,Unknown,No Injury
41395,0,0,23,16,14601,5,-1131,2,1,1,Theft,Low,Newcastle,Coupe,open,Major,Female,Employed,Unknown,No Injury
5575,0,1,60,2,11995,38,53,0,0,0,Collision,Low,Glasgow,SUV,settled,Moderate,Male,Employed,Unknown,No Injury
8157,0,0,64,7,9297,43,1479,0,0,0,Weather,Low,Liverpool,Hatchback,open,Moderate,Female,Retired,Unknown,No Injury
2287,0,0,59,2,4816,39,173,3,0,0,Collision,Medium,London,Hatchback,settled,Minor,Male,Self-Employed,Unknown,No Injury
28928,0,0,64,11,12341,42,116,5,0,1,Theft,Medium,Glasgow,Sedan,settled,Major,Female,Employed,Unknown,No Injury
33175,0,0,18,0,18705,0,90,1,2,0,Weather,Low,London,SUV,settled,Major,Male,Student,Unknown,No Injury
1470,0,0,68,3,11081,46,79,2,0,0,Collision,Low,Cardiff,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
5568,0,0,65,13,12756,47,88,1,0,1,Collision,Low,Leeds,Hatchback,settled,Moderate,Female,Retired,Passenger,Minor
19197,0,0,30,20,12402,8,195,0,0,1,Weather,Medium,Cardiff,Sedan,settled,Major,Male,Unemployed,Unknown,No Injury
6737,0,0,69,17,12903,50,93,1,0,1,Collision,Medium,Leeds,Hatchback,settled,Moderate,Female,Retired,Unknown,No Injury
4817,0,0,23,1,15572,4,43,1,2,0,Collision,Low,Bristol,Hatchback,settled,Moderate,Male,Employed,Unknown,No Injury
4669,0,0,34,12,13753,16,67,2,0,1,Collision,Low,Bristol,Coupe,settled,Moderate,Male,Employed,Unknown,No Injury
1624,0,0,55,8,5962,36,51,0,0,0,Collision,Low,Newcastle,Coupe,settled,Minor,Female,Unemployed,Unknown,No Injury
19143,0,0,44,2,12573,26,103,0,0,0,Collision,Medium,Manchester,Van,settled,Severe,Male,Employed,Passenger,Minor
1740,0,1,75,2,13738,56,63,4,0,0,Collision,Low,Manchester,SUV,settled,Minor,Female,Retired,Unknown,No Injury
5654,0,1,56,0,5611,34,53,0,0,0,Weather,Low,Leeds,Van,settled,Moderate,Female,Employed,Pedestrian,Minor
1001,0,0,49,0,15905,30,76,3,0,0,Vandalism,Low,Edinburgh,Sedan,settled,Minor,Male,Employed,Driver,Minor
5549,0,0,46,2,13461,27,141,1,0,0,Collision,Medium,Glasgow,SUV,settled,Moderate,Female,Unemployed,Pedestrian,Minor
6281,0,0,32,7,19111,13,67,0,0,0,Collision,Medium,Leeds,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
2265,0,0,20,17,8238,0,57,5,2,1,Weather,Low,Edinburgh,SUV,settled,Minor,Female,Student,Unknown,No Injury
9351,0,0,30,10,4193,10,50,0,0,0,Collision,Low,Liverpool,SUV,settled,Major,Female,Self-Employed,Unknown,No Injury
1961,0,0,75,7,3636,56,30,0,0,0,Collision,Low,Liverpool,Coupe,settled,Minor,Male,Retired,Unknown,No Injury
5064,0,0,33,12,12992,15,93,2,0,1,Collision,Low,Bristol,Hatchback,settled,Moderate,Female,Self-Employed,Pedestrian,Serious
9143,0,0,45,15,17020,26,66,1,0,1,Other,Low,Liverpool,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
3294,0,0,19,9,11343,0,72,1,2,0,Weather,Low,Bristol,Sedan,settled,Minor,Male,Student,Unknown,No Injury
6824,0,1,72,12,12898,50,42,0,0,1,Collision,Low,Bristol,Hatchback,settled,Moderate,Female,Retired,Unknown,No Injury
4084,0,0,49,8,6012,28,-48,0,0,0,Theft,Low,Manchester,Hatchback,open,Minor,Male,Employed,Unknown,No Injury
12185,0,0,63,6,8933,45,458,0,0,0,Collision,High,Edinburgh,Hatchback,settled,Major,Male,Unemployed,Unknown,No Injury
2039,0,0,35,14,11456,13,62,0,0,1,Collision,Low,Edinburgh,Van,settled,Minor,Male,Employed,Unknown,No Injury
1991,0,0,67,10,14340,47,89,3,0,0,Collision,Low,Newcastle,Van,settled,Minor,Male,Retired,Unknown,No Injury
15058,0,1,72,17,12618,51,79,2,0,1,Fire,Low,Manchester,Motorcycle,settled,Minor,Female,Unemployed,Unknown,No Injury
36486,0,0,77,11,16206,58,92,0,0,1,Collision,Medium,Leeds,Sedan,settled,Severe,Female,Unemployed,Driver,Minor
2365,1,1,38,12,14147,16,1328,0,0,1,Weather,Low,Cardiff,Coupe,open,Minor,Female,Employed,Unknown,No Injury
550,0,0,23,14,8964,4,80,0,2,1,Vandalism,Low,Bristol,Hatchback,settled,Minor,Male,Student,Unknown,No Injury
2509,0,1,44,4,15451,25,150,3,0,0,Collision,Medium,Leeds,Sedan,settled,Minor,Male,Employed,Pedestrian,Minor
4951,0,0,53,10,8283,31,42,0,0,0,Collision,Low,London,Sedan,settled,Moderate,Male,Self-Employed,Unknown,No Injury
11283,0,0,79,2,12268,58,46,0,0,0,Theft,Low,Manchester,Hatchback,settled,Moderate,Male,Retired,Unknown,No Injury
43492,0,0,59,3,6256,40,159,1,0,0,Weather,Medium,Liverpool,Coupe,settled,Severe,Female,Unemployed,Passenger,Minor
11758,0,0,57,13,13271,39,78,1,0,1,Collision,Low,London,SUV,settled,Major,Male,Employed,Pedestrian,Minor
20842,0,0,72,16,11128,54,82,0,0,1,Theft,Low,London,Coupe,settled,Major,Male,Unemployed,Unknown,No Injury
7965,0,0,69,5,11688,48,137,1,0,0,Other,Medium,Cardiff,SUV,settled,Moderate,Female,Unemployed,Unknown,No Injury
194636,1,0,67,11,13924,49,204,0,0,1,Weather,High,Edinburgh,Sedan,open,Catastrophic,Male,Retired,Unknown,No Injury
1806,0,0,25,9,10941,4,49,2,1,0,Collision,Low,Glasgow,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
2971,0,0,66,9,11450,46,76,1,0,0,Theft,Low,Leeds,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
2129,0,0,61,14,11368,40,73,2,0,1,Collision,Low,Edinburgh,Sedan,settled,Minor,Male,Self-Employed,Driver,Minor
6886,0,0,43,5,9176,25,81,0,0,0,Vandalism,Low,Newcastle,SUV,settled,Major,Female,Employed,Driver,Minor
27688,0,0,75,19,13937,57,68,0,0,1,Fire,Low,Cardiff,Sedan,settled,Moderate,Female,Retired,Unknown,No Injury
33959,0,0,41,7,13064,19,230,4,0,0,Theft,High,Newcastle,SUV,settled,Major,Female,Self-Employed,Passenger,Minor
2885,0,0,35,16,7006,13,45,7,0,1,Collision,Low,Manchester,SUV,settled,Minor,Female,Self-Employed,Passenger,Minor
14498,0,0,18,11,13504,0,47,1,2,1,Collision,Low,Birmingham,Sedan,settled,Major,Male,Employed,Unknown,No Injury
1540,0,0,42,0,14284,23,65,2,0,0,Collision,Low,Glasgow,Van,settled,Minor,Female,Unemployed,Unknown,No Injury
13804,0,0,65,19,14429,44,60,1,0,1,Collision,Low,Birmingham,SUV,settled,Major,Male,Retired,Driver,Minor
2333,0,0,56,4,8100,37,59,2,0,0,Collision,Low,Newcastle,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
10502,0,0,58,5,8483,40,69,0,0,0,Collision,Low,Liverpool,Hatchback,settled,Major,Female,Employed,Unknown,No Injury
2034,0,0,54,2,15131,33,67,2,0,0,Collision,Low,Birmingham,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
14791,0,0,21,10,3599,3,78,1,2,0,Fire,Low,Glasgow,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
2521,0,0,28,14,9668,6,288,0,0,1,Collision,High,Glasgow,Coupe,settled,Minor,Female,Employed,Unknown,No Injury
3940,0,0,71,10,16178,52,60,0,0,0,Weather,Low,Liverpool,Coupe,settled,Minor,Male,Retired,Unknown,No Injury
2061,0,0,69,3,16386,51,584,2,0,0,Collision,Low,Edinburgh,Sedan,open,Minor,Female,Retired,Unknown,No Injury
14515,0,0,30,18,12656,9,93,1,0,1,Collision,Medium,Edinburgh,Van,settled,Major,Male,Self-Employed,Unknown,No Injury
11319,0,0,28,19,8450,6,-1163,5,0,1,Weather,Low,Edinburgh,Coupe,open,Moderate,Male,Unemployed,Driver,Minor
11468,0,0,73,10,9694,52,38,0,0,0,Fire,Low,Newcastle,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
2294,0,0,53,6,14462,35,163,0,0,0,Collision,Medium,Leeds,Coupe,settled,Minor,Female,Retired,Unknown,No Injury
2103,0,0,69,0,8463,48,70,2,0,0,Weather,Low,Manchester,Motorcycle,settled,Minor,Female,Retired,Unknown,No Injury
14289,0,0,24,12,11084,3,56,1,2,1,Fire,Low,Manchester,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
6678,0,0,67,13,12535,49,56,2,0,1,Other,Low,Bristol,Hatchback,settled,Moderate,Male,Unemployed,Unknown,No Injury
27812,0,0,67,13,13493,47,179,3,0,1,Other,Medium,Newcastle,Van,settled,Major,Female,Retired,Passenger,Minor
23300,0,0,36,11,4881,14,100,0,0,1,Collision,Low,Bristol,Sedan,settled,Severe,Female,Employed,Pedestrian,Minor
2971,0,0,34,15,16424,15,71,1,0,1,Vandalism,Low,London,SUV,settled,Moderate,Female,Employed,Unknown,No Injury
5762,0,0,74,10,14639,56,509,2,0,0,Collision,High,Edinburgh,Sedan,settled,Moderate,Female,Retired,Unknown,No Injury
1886,0,0,62,15,10893,44,59,0,0,1,Weather,Low,Birmingham,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
1981,0,0,35,17,9369,17,69,1,0,1,Collision,Low,Edinburgh,Sedan,settled,Minor,Female,Unemployed,Unknown,No Injury
1460,0,0,30,19,9785,11,38,1,0,1,Collision,Low,Cardiff,SUV,settled,Minor,Female,Employed,Unknown,No Injury
2245,0,1,46,9,10358,26,87,1,0,0,Collision,Low,Glasgow,Motorcycle,settled,Minor,Female,Employed,Unknown,No Injury
5111,1,0,52,10,7328,31,59,2,0,0,Collision,Low,Cardiff,Sedan,settled,Moderate,Female,Employed,Unknown,No Injury
1881,1,0,19,16,16554,0,73,0,2,1,Collision,Low,Cardiff,Sedan,settled,Minor,Male,Student,Driver,Minor
2359,0,1,44,6,11337,23,98,0,0,0,Collision,Medium,Birmingham,Sedan,settled,Minor,Male,Employed,Pedestrian,Serious
2239,0,0,42,20,16638,23,74,0,0,1,Collision,Low,Cardiff,Hatchback,settled,Minor,Female,Employed,Passenger,Minor
8159,0,0,56,8,13894,35,60,1,0,0,Weather,Low,Liverpool,Hatchback,settled,Moderate,Male,Retired,Driver,Minor
2072,0,0,59,16,9456,40,48,1,0,1,Collision,Low,Glasgow,SUV,settled,Minor,Female,Employed,Unknown,No Injury
375794,0,0,38,18,11706,17,370,0,0,1,Theft,High,Liverpool,Van,settled,Catastrophic,Female,Employed,Unknown,No Injury
6861,0,0,35,16,16348,15,88,5,0,1,Collision,Low,Cardiff,SUV,settled,Moderate,Female,Employed,Unknown,No Injury
2935,0,0,55,9,13239,34,52,0,0,0,Weather,Low,Manchester,SUV,settled,Minor,Male,Unemployed,Unknown,No Injury
60429,0,0,38,18,9302,19,85,0,0,1,Theft,Medium,Liverpool,Hatchback,settled,Severe,Female,Employed,Driver,Minor
2180,0,0,76,11,12110,57,67,0,0,1,Collision,Low,Newcastle,SUV,settled,Minor,Male,Retired,Driver,Minor
38223,0,1,48,9,9433,26,190,1,0,0,Fire,Medium,Edinburgh,Sedan,settled,Moderate,Female,Employed,Unknown,No Injury
2004,0,0,42,2,12134,23,74,0,0,0,Weather,Low,Newcastle,SUV,settled,Minor,Male,Employed,Passenger,Minor
5989,0,0,24,0,14247,5,48,0,1,0,Collision,Low,Cardiff,Sedan,settled,Moderate,Male,Self-Employed,Unknown,No Injury
4907,0,0,24,17,14482,6,157,2,1,1,Collision,Medium,Newcastle,SUV,settled,Moderate,Female,Student,Unknown,No Injury
1392,0,0,69,10,16376,49,58,1,0,0,Vandalism,Low,Cardiff,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
4554,0,0,49,3,8594,28,295,1,0,0,Weather,High,Glasgow,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
2799,0,0,78,6,9861,57,48,3,0,0,Weather,Low,Birmingham,SUV,settled,Minor,Male,Retired,Unknown,No Injury
3511,0,0,56,6,4994,36,56,0,0,0,Weather,Low,Cardiff,Coupe,settled,Minor,Male,Employed,Pedestrian,Minor
7644,0,0,46,14,15938,24,117,0,0,1,Vandalism,Low,Manchester,Hatchback,settled,Major,Male,Self-Employed,Driver,Minor
3969,0,0,46,6,11120,28,83,0,0,0,Weather,Low,Manchester,Sedan,settled,Minor,Female,Self-Employed,Driver,Minor
2429,0,0,68,1,4330,49,89,1,0,0,Collision,Low,Birmingham,SUV,settled,Minor,Female,Retired,Unknown,No Injury
3505,0,0,56,17,10435,37,73,5,0,1,Weather,Low,Birmingham,SUV,settled,Minor,Female,Unemployed,Unknown,No Injury
2818,0,0,57,7,16070,39,-1587,0,0,0,Weather,Low,Birmingham,Hatchback,open,Minor,Female,Unemployed,Unknown,No Injury
2816,0,1,68,10,16759,47,68,0,0,0,Collision,Low,Manchester,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
11121,0,0,31,5,11749,11,100,3,0,0,Collision,Low,Newcastle,Hatchback,settled,Major,Female,Self-Employed,Pedestrian,Minor
5188,0,0,20,20,14077,2,64,0,2,1,Theft,Low,Bristol,Motorcycle,settled,Minor,Female,Student,Unknown,No Injury
3754,0,0,52,13,9602,34,65,0,0,1,Collision,Low,Bristol,Van,settled,Minor,Female,Employed,Unknown,No Injury
3083,1,0,38,3,15451,20,70,5,0,0,Weather,Low,Newcastle,SUV,settled,Minor,Female,Employed,Unknown,No Injury
1850,0,0,56,17,10435,37,160,6,0,1,Collision,Medium,Birmingham,SUV,settled,Minor,Female,Unemployed,Unknown,No Injury
5824,0,0,70,19,10959,49,114,1,0,1,Collision,Medium,Birmingham,Sedan,settled,Moderate,Male,Self-Employed,Unknown,No Injury
15951,0,0,23,2,14217,5,48,0,1,0,Theft,Low,Liverpool,Motorcycle,settled,Moderate,Male,Self-Employed,Unknown,No Injury
2510,0,0,35,12,12357,16,50,2,0,1,Weather,Low,London,Coupe,settled,Minor,Female,Employed,Unknown,No Injury
139387,0,0,47,1,12952,25,336,1,0,0,Collision,High,Cardiff,Coupe,open,Catastrophic,Male,Employed,Unknown,No Injury
2193,0,0,38,8,9100,17,32,2,0,0,Other,Low,Newcastle,Van,settled,Minor,Male,Employed,Unknown,No Injury
1670,0,0,26,14,17642,4,116,0,1,1,Collision,Medium,Leeds,SUV,settled,Minor,Male,Employed,Unknown,No Injury
4457,0,0,26,8,16597,4,93,6,1,0,Theft,Low,Newcastle,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
1662,1,0,40,11,12874,21,50,1,0,1,Vandalism,Low,Leeds,SUV,settled,Minor,Female,Unemployed,Unknown,No Injury
3135,0,0,56,3,7926,35,59,1,0,0,Weather,Low,Newcastle,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
2240,0,0,46,6,13756,27,70,2,0,0,Collision,Low,Birmingham,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
2080,0,0,77,19,9755,59,42,5,0,1,Collision,Low,Cardiff,Hatchback,settled,Minor,Male,Unemployed,Unknown,No Injury
8070,1,0,77,0,11580,59,115,3,0,0,Collision,Low,Bristol,SUV,settled,Major,Male,Retired,Unknown,No Injury
5168,0,0,50,7,12850,29,95,2,0,0,Other,Low,Leeds,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
12601,0,0,56,5,8636,37,157,0,0,0,Collision,Medium,Newcastle,Coupe,settled,Major,Female,Unemployed,Unknown,No Injury
4255,0,0,39,13,4091,21,83,3,0,1,Collision,Low,Cardiff,Sedan,settled,Moderate,Male,Unemployed,Unknown,No Injury
3903,0,0,19,17,9500,0,43,0,2,1,Collision,Low,London,Sedan,settled,Moderate,Male,Student,Unknown,No Injury
4075,0,0,49,0,13712,31,81,3,0,0,Collision,Low,Birmingham,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
2089,0,0,28,18,14300,9,33,0,0,1,Collision,Low,Birmingham,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
1859,0,0,20,4,9481,0,35,2,2,0,Collision,Low,Birmingham,Sedan,settled,Minor,Male,Student,Passenger,Minor
1901,0,0,72,9,18580,51,85,2,0,0,Collision,Low,Manchester,Sedan,settled,Minor,Female,Retired,Pedestrian,Minor
5921,0,0,63,6,12052,45,115,2,0,0,Collision,Medium,Birmingham,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
3455,0,0,69,20,9491,49,53,0,0,1,Collision,Low,Cardiff,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
4318,0,0,18,3,11491,0,42,0,2,0,Collision,Low,Glasgow,SUV,settled,Moderate,Male,Student,Unknown,No Injury
2272,0,0,75,1,15507,55,72,2,0,0,Collision,Low,Newcastle,Hatchback,settled,Minor,Female,Retired,Unknown,No Injury
3160,0,0,20,13,8780,0,59,1,2,1,Vandalism,Low,Leeds,Sedan,settled,Moderate,Female,Student,Unknown,No Injury
3935,0,0,77,13,18320,55,128,1,0,1,Collision,Medium,Liverpool,Sedan,settled,Moderate,Female,Retired,Passenger,Minor
28213,0,0,77,5,19546,55,91,3,0,0,Collision,Low,Birmingham,SUV,settled,Severe,Male,Retired,Unknown,No Injury
1359,0,0,30,0,2164,10,140,7,0,0,Collision,Medium,Leeds,Van,settled,Minor,Male,Employed,Unknown,No Injury
12776,0,0,35,3,17011,15,39,0,0,0,Weather,Low,London,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
10134,0,1,29,10,9640,8,51,0,0,0,Collision,Low,Bristol,Hatchback,settled,Major,Male,Employed,Passenger,Minor
12592,0,0,46,9,5415,25,267,1,0,0,Collision,Low,Manchester,Hatchback,open,Major,Male,Employed,Unknown,No Injury
61111,0,0,26,14,9357,4,199,3,1,1,Weather,Medium,Manchester,Coupe,settled,Severe,Female,Employed,Unknown,No Injury
21995,1,0,57,19,10925,35,185,4,0,1,Weather,Medium,Liverpool,Hatchback,settled,Major,Male,Retired,Unknown,No Injury
1998,0,0,79,13,15999,61,46,1,0,1,Weather,Low,Birmingham,Hatchback,settled,Minor,Female,Retired,Unknown,No Injury
1971,0,0,41,8,8500,19,91,3,0,0,Collision,Low,Cardiff,Motorcycle,settled,Minor,Female,Self-Employed,Unknown,No Injury
2661,0,0,29,6,12924,8,52,3,0,0,Collision,Low,Birmingham,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
27892,0,0,34,20,8304,13,575,30,0,1,Collision,High,Manchester,Hatchback,settled,Severe,Male,Unemployed,Passenger,Minor
1365,0,0,53,18,12707,31,47,3,0,1,Collision,Low,Liverpool,SUV,settled,Minor,Female,Retired,Passenger,Minor
5488,0,0,40,0,6331,18,95,6,0,0,Collision,Low,Glasgow,Van,settled,Moderate,Male,Employed,Driver,Minor
1264,0,0,72,7,9071,50,66,1,0,0,Collision,Low,Bristol,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
93614,0,0,48,11,11864,30,554,0,0,1,Collision,High,Edinburgh,Hatchback,settled,Catastrophic,Female,Employed,Unknown,No Injury
4703,0,1,38,5,12113,17,95,0,0,0,Collision,Low,London,Coupe,settled,Moderate,Male,Employed,Unknown,No Injury
1916,0,0,25,11,8467,7,167,6,0,1,Collision,Medium,Birmingham,Sedan,settled,Minor,Male,Employed,Passenger,Minor
11400,0,0,57,19,13162,39,67,0,0,1,Collision,Low,Bristol,Hatchback,settled,Major,Male,Employed,Unknown,No Injury
4662,0,0,56,13,9360,34,65,0,0,1,Theft,Low,Bristol,Motorcycle,open,Minor,Male,Employed,Unknown,No Injury
2307,0,0,73,1,15289,52,40,4,0,0,Other,Low,Cardiff,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
10614,0,0,78,10,15413,57,62,2,0,0,Theft,Medium,Glasgow,SUV,settled,Moderate,Female,Self-Employed,Pedestrian,Minor
5061,1,0,77,2,4346,56,78,2,0,0,Collision,Low,Birmingham,Hatchback,settled,Moderate,Female,Retired,Pedestrian,Minor
663,1,1,79,17,11430,61,88,1,0,1,Vandalism,Low,Glasgow,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
7061,0,0,51,6,11207,33,69,0,0,0,Collision,Medium,Liverpool,SUV,settled,Moderate,Male,Employed,Unknown,No Injury
1960,0,0,70,9,7171,50,52,0,0,0,Collision,Low,Liverpool,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
1622,0,0,24,3,8595,2,34,0,2,0,Collision,Low,London,SUV,settled,Minor,Female,Self-Employed,Driver,Minor
4238,0,0,22,14,20464,4,93,4,2,1,Theft,Medium,Edinburgh,Van,settled,Minor,Female,Unemployed,Unknown,No Injury
2073,0,0,19,9,8944,1,103,30,2,0,Other,Low,Glasgow,SUV,settled,Minor,Male,Student,Unknown,No Injury
4017,0,1,49,10,6448,31,46,0,0,0,Weather,Low,Newcastle,Sedan,settled,Minor,Female,Employed,Passenger,Serious
2120,0,0,43,0,18500,24,91,1,0,0,Collision,Low,Birmingham,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
1775,0,1,27,13,11886,9,168,0,0,1,Collision,Medium,Birmingham,Hatchback,settled,Minor,Female,Unemployed,Unknown,No Injury
14833,0,0,39,20,16014,20,62,0,0,1,Weather,Low,Birmingham,Sedan,settled,Major,Male,Employed,Unknown,No Injury
11918,0,0,72,0,9990,53,135,2,0,0,Theft,Medium,Leeds,Hatchback,settled,Moderate,Male,Self-Employed,Unknown,No Injury
1939,0,0,55,10,13233,34,137,0,0,0,Collision,Medium,Manchester,Motorcycle,settled,Minor,Male,Retired,Unknown,No Injury
14694,0,0,73,14,16021,54,254,1,0,1,Collision,High,Glasgow,Hatchback,settled,Major,Female,Employed,Unknown,No Injury
1220,0,0,31,5,12763,12,82,0,0,0,Vandalism,Low,Glasgow,SUV,settled,Minor,Female,Employed,Unknown,No Injury
5982,0,0,20,12,15460,0,70,0,2,1,Collision,Low,Bristol,Sedan,settled,Moderate,Male,Student,Unknown,No Injury
18231,0,0,35,11,17196,14,73,0,0,1,Other,Low,Birmingham,Sedan,settled,Major,Male,Employed,Unknown,No Injury
15465,0,0,77,15,10122,55,81,0,0,1,Weather,Medium,Leeds,Sedan,settled,Major,Female,Retired,Unknown,No Injury
2229,0,0,59,16,9456,40,135,0,0,1,Collision,Medium,Glasgow,SUV,settled,Minor,Female,Employed,Unknown,No Injury
6091,0,0,70,1,12202,50,74,0,0,0,Other,Low,Birmingham,Van,settled,Moderate,Female,Retired,Unknown,No Injury
2245,0,0,40,9,12477,18,417,0,0,0,Collision,High,Bristol,Coupe,settled,Minor,Female,Self-Employed,Passenger,Minor
70822,0,0,77,12,18492,55,128,3,0,1,Other,Medium,Newcastle,Motorcycle,settled,Severe,Male,Retired,Unknown,No Injury
51223,0,0,22,7,7486,3,188,0,2,0,Collision,Medium,Edinburgh,SUV,settled,Severe,Female,Student,Unknown,No Injury
7785,0,0,77,2,4346,56,38,0,0,0,Weather,Low,Birmingham,Hatchback,settled,Moderate,Female,Retired,Unknown,No Injury
2474,0,0,76,1,16011,54,89,0,0,0,Collision,Low,Liverpool,SUV,settled,Minor,Female,Retired,Unknown,No Injury
3978,0,0,64,6,12270,45,95,0,0,0,Collision,Low,Liverpool,Coupe,settled,Moderate,Male,Unemployed,Unknown,No Injury
13271,0,0,60,13,16238,39,256,1,0,1,Collision,High,Bristol,Hatchback,settled,Major,Female,Employed,Unknown,No Injury
35002,0,0,78,13,17110,58,98,1,0,1,Collision,Low,Glasgow,Coupe,settled,Severe,Female,Retired,Unknown,No Injury
9445,0,0,73,6,22144,54,95,7,0,0,Other,Low,Edinburgh,SUV,settled,Moderate,Female,Retired,Unknown,No Injury
4548,0,0,33,14,15061,12,33,0,0,1,Collision,Low,Liverpool,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
9192,0,0,30,6,7561,11,440,0,0,0,Collision,High,Edinburgh,Hatchback,settled,Major,Female,Employed,Driver,Minor
